MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageFinish,GarageCars,GarageQual,PavedDrive,PoolArea,MiscVal,MoSold,SaleType,SaleCondition,SalePrice,houseage,houseremodelage,totalsf,totalarea,totalbaths,totalporchsf
60,RL,0.0,7851,Pave,Reg,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,235,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,2,TA,BuiltIn,Fin,2,TA,Y,0,0,5,WD,Normal,12.285350445351659,8,8,2585,2820,3.5,336
160,RM,21.0,1680,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,Gable,CompShg,HdBoard,HdBoard,BrkFace,604.0,TA,TA,CBlock,TA,TA,No,ALQ,125,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,8,WD,Normal,11.402005077384885,37,37,1345,1470,1.5,0
20,RL,65.0,8773,Pave,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,98.0,Gd,TA,PConc,Gd,TA,Av,GLQ,1390,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.130815551850676,6,6,1438,2828,2.0,237
60,RL,0.0,9453,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,RRNe,Norm,1Fam,2Story,7,7,Gable,CompShg,HdBoard,HdBoard,No,0.0,Gd,TA,PConc,Gd,TA,No,BLQ,594,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,2,WD,Normal,12.178192583415596,17,7,2146,2740,2.5,678
20,RL,93.0,12030,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,254.0,Ex,TA,PConc,Ex,TA,No,Unf,1694,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,3,TA,Y,0,0,12,New,Partial,12.669809806411457,0,0,1694,3388,2.0,396
50,RL,52.0,8741,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,6,4,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,Fa,No,LwQ,641,GasA,TA,Y,FuseA,0,3,1,TA,7,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,4,WD,Normal,11.635151947212842,65,60,1581,2222,1.5,140
20,FV,75.0,9000,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,36.0,Gd,TA,PConc,Gd,TA,Av,GLQ,488,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,4,WD,Normal,12.47801017053037,2,2,2644,3132,3.0,312
30,RM,40.0,3880,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,9,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Gd,CBlock,TA,TA,No,ALQ,357,GasA,Gd,Y,SBrkr,0,2,1,Gd,4,Typ,0,No,No,No,0,No,Y,0,0,8,WD,Normal,11.612779849672751,62,10,1195,1552,1.0,100
50,RM,63.0,5000,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,540,GasA,Gd,N,FuseA,0,3,1,TA,6,Typ,0,No,Attchd,Unf,1,Fa,Y,0,0,4,WD,Normal,11.277215789596893,106,56,1440,1980,1.0,77
160,RL,75.0,10762,Pave,Reg,Lvl,AllPub,Corner,Gtl,SawyerW,Norm,Norm,TwnhsE,2Story,6,6,Gable,CompShg,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,No,Unf,626,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,RFn,1,TA,Y,0,0,4,WD,Normal,11.695255355062795,29,29,1217,1843,1.5,28
60,RL,0.0,8880,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,253,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,2,Fa,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.230770136157428,16,8,2805,3058,3.5,130
20,RL,80.0,10400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,102.0,TA,TA,CBlock,Gd,TA,Av,GLQ,916,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.394628892852941,18,18,2801,3717,2.5,236
190,RM,69.0,9142,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,2fmCon,2Story,6,8,Gable,CompShg,AsbShng,AsbShng,No,0.0,TA,Fa,Stone,Fa,TA,No,Unf,1020,GasA,Gd,N,FuseP,0,4,2,Fa,9,Typ,0,No,Detchd,Unf,1,Po,Y,0,0,4,WD,Normal,11.827743504053695,96,56,1928,2948,2.0,172
20,RL,75.0,11310,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,Wd Sdng,BrkFace,No,0.0,TA,TA,CBlock,TA,TA,No,Unf,1367,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,6,WD,Normal,11.849404844423074,52,52,1375,2742,1.0,30
60,RL,72.0,11317,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,101.0,Gd,TA,PConc,Gd,TA,No,Unf,840,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,9,WD,Normal,12.100717685412471,4,4,1668,2508,2.5,212
30,RL,55.0,5350,Pave,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,3,2,Gable,CompShg,Wd Sdng,Plywood,No,0.0,TA,Po,CBlock,TA,TA,No,Unf,728,GasA,Ex,Y,SBrkr,0,3,1,Fa,6,Mod,0,No,No,No,0,No,Y,0,450,5,WD,Normal,11.245059091624615,70,44,1306,2034,1.0,263
120,RM,44.0,4750,Pave,IR1,HLS,AllPub,Inside,Mod,Crawfor,Norm,Norm,TwnhsE,1Story,8,5,Hip,CompShg,VinylSd,VinylSd,Stone,481.0,Gd,TA,PConc,Gd,TA,Gd,GLQ,0,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2,TA,Y,0,0,12,WD,Family,12.367345048436391,1,0,3198,3198,3.5,276
60,RL,65.0,8366,Pave,IR1,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,798,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,12,WD,Normal,12.06105265381003,4,4,1640,2438,2.5,183
80,RL,85.0,9350,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,108.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,452,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Min1,0,No,Attchd,RFn,1,TA,Y,0,0,10,CWD,Normal,11.970356641102999,43,16,2152,2604,2.5,333
20,RL,70.0,8400,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,MetalSd,MetalSd,No,0.0,TA,Gd,CBlock,TA,TA,No,Rec,392,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Attchd,RFn,1,TA,Y,0,0,6,WD,Normal,11.884495917930655,53,53,2236,2628,2.0,250
60,RL,66.0,8738,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,302.0,Gd,TA,PConc,Gd,TA,No,Unf,975,GasA,Ex,Y,SBrkr,0,4,1,Gd,8,Typ,1,TA,BuiltIn,Fin,2,TA,Y,0,0,2,WD,Normal,12.345838935721968,7,7,2291,3266,2.5,192
60,FV,64.0,8791,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Rec,361,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.242891437918386,5,5,2231,2592,2.5,272
20,RL,68.0,8814,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,180.0,Gd,TA,PConc,Gd,TA,No,GLQ,270,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,3,WD,Abnorml,12.301387370778713,3,3,2938,3208,3.5,233
60,RL,80.0,12435,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,172.0,Gd,TA,PConc,Gd,TA,No,GLQ,602,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,RFn,2,TA,Y,0,0,5,WD,Normal,12.352339472153524,7,7,2153,2755,2.5,341
20,RM,70.0,12702,Pave,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,BrkFace,BrkFace,No,0.0,TA,TA,PConc,No,No,No,Unf,0,GasA,Gd,Y,FuseA,0,2,1,TA,4,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,12,WD,Normal,11.48247656671073,52,52,882,882,1.0,45
80,RL,120.0,19296,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Artery,Norm,1Fam,SLvl,6,5,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,399.0,TA,TA,CBlock,TA,TA,Gd,Rec,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,5,WD,Normal,12.07824495582233,47,47,2744,2744,2.0,252
60,RL,69.0,9588,Pave,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,CemntBd,CmentBd,Stone,270.0,Gd,TA,PConc,Ex,TA,No,Unf,1482,GasA,Ex,Y,SBrkr,0,3,1,Ex,10,Typ,1,Gd,BuiltIn,Fin,3,TA,Y,0,0,11,New,Partial,12.52815976788113,0,0,2574,4056,2.5,148
80,RL,88.0,8471,Pave,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,6,7,Gable,CompShg,HdBoard,Plywood,BrkFace,46.0,TA,TA,CBlock,Gd,Gd,Av,ALQ,0,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,TA,Attchd,Unf,2,TA,Y,0,0,7,WD,Normal,11.92504173829169,29,11,1718,1718,2.0,304
50,RM,50.0,5500,Pave,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,1Fam,1.5Fin,5,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,LwQ,0,GasA,TA,Y,SBrkr,390,3,1,TA,6,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,4,WD,Normal,11.775297421715827,81,9,1852,2242,2.0,0
30,RM,30.0,5232,Pave,IR3,Bnk,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,1Story,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,Fa,TA,No,Unf,680,GasA,Gd,N,FuseP,0,2,1,TA,4,Typ,0,No,Detchd,Unf,2,TA,N,0,0,6,WD,Normal,11.19822841866684,83,4,764,1444,1.0,0
20,RL,78.0,12090,Pave,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,6,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,210.0,TA,Gd,CBlock,Gd,TA,No,GLQ,606,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.075400019877522,27,27,2238,2844,2.0,276
60,RL,70.0,11207,Pave,IR1,HLS,AllPub,FR2,Gtl,Gilbert,Norm,Norm,1Fam,2Story,6,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,PConc,Gd,TA,Av,GLQ,88,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,6,WD,Normal,12.128116509451258,9,9,2225,2313,3.5,170
75,RL,60.0,8400,Pave,Reg,Bnk,AllPub,Inside,Mod,SWISU,Norm,Norm,1Fam,2.5Fin,5,8,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,PConc,TA,TA,No,LwQ,342,GasA,Ex,Y,SBrkr,420,4,1,Gd,8,Typ,1,Gd,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,12.097936057925594,69,11,2150,2912,2.5,286
30,RM,71.0,6900,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,ALQ,212,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,1,Gd,Detchd,Fin,1,Ex,Y,0,0,2,WD,Normal,11.699413330633599,68,53,1306,1518,1.0,25
20,RL,0.0,7917,Pave,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,1Story,6,7,Hip,CompShg,HdBoard,HdBoard,BrkFace,174.0,TA,Gd,CBlock,TA,Gd,No,BLQ,392,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,1,Fa,Attchd,RFn,1,TA,Y,0,0,5,WD,Normal,11.904974309480183,31,31,1864,2256,2.5,400
60,FV,84.0,10728,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Mn,Unf,1095,GasA,Gd,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,3,TA,Y,0,0,8,New,Partial,12.491255347155265,0,0,1939,3034,2.5,243
20,RL,73.0,39104,Pave,IR1,Low,AllPub,CulDSac,Sev,ClearCr,Norm,Norm,1Fam,1Story,7,7,Flat,Membran,Plywood,Plywood,No,0.0,TA,TA,CBlock,Gd,TA,Gd,LwQ,96,GasA,Ex,Y,SBrkr,0,2,1,TA,5,Mod,2,TA,Attchd,Unf,2,TA,Y,0,0,4,WD,Normal,12.394628892852941,54,3,2652,2748,2.0,81
60,RL,92.0,11764,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,7,Gable,CompShg,VinylSd,VinylSd,BrkFace,348.0,Gd,TA,PConc,Gd,TA,No,GLQ,628,GasA,Ex,Y,SBrkr,0,4,1,Gd,9,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,4,WD,Normal,12.577639650232573,11,3,2794,3422,2.5,189
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Feedr,Norm,1Fam,1Story,6,6,Hip,CompShg,Wd Sdng,Wd Sdng,BrkCmn,183.0,TA,TA,CBlock,TA,TA,No,Rec,0,GasA,Gd,Y,SBrkr,0,3,1,TA,6,Min1,1,Gd,Attchd,RFn,1,TA,Y,0,0,4,WD,Normal,11.842236406331555,51,21,2872,2872,3.0,289
20,RL,76.0,8314,Pave,Reg,Lvl,AllPub,Corner,Gtl,Mitchel,Norm,Norm,1Fam,1Story,5,7,Gable,CompShg,HdBoard,ImStucc,No,0.0,TA,TA,CBlock,TA,TA,Gd,ALQ,270,GasA,TA,Y,SBrkr,0,2,1,TA,5,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.732069026983156,25,25,1362,1632,1.0,168
50,RL,55.0,7264,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,7,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,Gd,Gd,BrkTil,TA,TA,No,Unf,952,GasW,Gd,N,SBrkr,0,3,1,Ex,5,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,10,WD,Normal,12.230770136157428,84,2,1548,2500,2.5,218
20,RL,129.0,9196,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,Norm,Norm,1Fam,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Ex,TA,No,Unf,1560,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,4,WD,Normal,12.211065162153215,7,7,1560,3120,2.0,250
20,RL,140.0,19138,Pave,Reg,Lvl,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,1Story,4,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,744,GasA,Ex,Y,SBrkr,0,2,1,TA,4,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,6,WD,Normal,11.856522261533737,59,59,984,1728,1.0,0
20,RL,107.0,14450,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,1Fam,1Story,9,5,Gable,CompShg,CemntBd,CmentBd,BrkFace,315.0,Ex,TA,PConc,Ex,TA,Gd,Unf,2121,GasA,Ex,Y,SBrkr,0,3,1,Ex,8,Typ,1,Ex,Attchd,Fin,3,TA,Y,0,0,5,New,Partial,12.936754021718041,1,0,2121,4242,2.5,364
60,RL,83.0,10005,Pave,Reg,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,Plywood,Plywood,BrkFace,299.0,TA,TA,CBlock,Gd,TA,No,BLQ,768,GasA,Ex,Y,SBrkr,0,4,1,TA,8,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,3,WD,Normal,12.165255859329688,31,31,2414,3182,2.5,405
60,RL,82.0,11287,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,7,6,Gable,CompShg,Plywood,Plywood,BrkFace,340.0,Gd,TA,CBlock,Gd,TA,Av,GLQ,386,GasA,Gd,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,1,WD,Normal,12.339295865674435,18,18,2403,2789,2.5,280
20,FV,60.0,7200,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,6,5,Gable,CompShg,VinylSd,VinylSd,Stone,68.0,Gd,TA,PConc,Gd,TA,No,GLQ,357,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Attchd,Fin,2,TA,Y,0,0,5,New,Partial,12.128116509451258,0,0,2167,2524,2.0,120
120,RL,34.0,5063,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,1Story,7,5,Gable,CompShg,VinylSd,VinylSd,Stone,166.0,Gd,TA,PConc,Gd,TA,No,GLQ,410,GasA,Ex,Y,SBrkr,0,2,1,Gd,6,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,4,ConLw,Normal,12.242891437918386,2,1,2218,2628,3.0,234
20,RL,74.0,9612,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Feedr,Norm,1Fam,1Story,8,5,Gable,CompShg,VinylSd,VinylSd,Stone,72.0,Gd,TA,PConc,Gd,TA,No,Unf,1468,GasA,Ex,Y,SBrkr,0,3,1,Gd,6,Typ,1,Gd,Attchd,Fin,3,TA,Y,0,0,12,New,Partial,12.407383590534293,1,0,1468,2936,2.0,360
120,RL,50.0,8012,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,TwnhsE,1Story,6,5,Gable,CompShg,Plywood,ImStucc,No,0.0,Gd,TA,PConc,Gd,TA,No,GLQ,1145,GasA,Gd,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Attchd,RFn,2,TA,Y,0,0,7,WD,Normal,12.09626335986454,15,15,2005,3150,3.0,52
160,FV,35.0,4251,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,Gable,CompShg,MetalSd,MetalSd,No,0.0,Gd,TA,PConc,Gd,TA,No,Unf,625,GasA,Ex,Y,SBrkr,0,2,1,Gd,5,Typ,0,No,Detchd,RFn,2,TA,Y,0,0,6,New,Partial,12.011886987792716,1,0,1250,1875,2.5,54
50,RL,77.0,9786,Pave,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,Rec,312,GasA,TA,Y,SBrkr,0,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2,TA,Y,0,0,6,WD,Normal,11.976665770490767,44,25,2334,2646,1.5,128
20,RL,0.0,8125,Pave,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,244,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,No,No,0,No,Y,0,0,6,WD,Normal,11.385103457032141,35,35,1472,1716,1.0,0
20,RL,0.0,9819,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,Gable,CompShg,MetalSd,MetalSd,BrkFace,31.0,TA,Gd,CBlock,TA,TA,No,BLQ,432,GasA,TA,Y,SBrkr,0,3,1,TA,5,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,2,WD,Normal,11.711784520403112,43,43,1350,1782,1.0,0
70,RL,60.0,8730,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,RRAn,Norm,1Fam,2Story,6,7,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,BrkTil,TA,TA,No,Unf,698,GasA,Ex,Y,FuseA,0,3,1,TA,7,Typ,0,No,Detchd,Unf,1,TA,Y,0,0,7,WD,Normal,11.941950837487406,92,4,1396,2094,1.0,259
60,RL,120.0,15611,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,Gable,CompShg,VinylSd,VinylSd,No,0.0,Gd,TA,PConc,Gd,TA,Av,Unf,1079,GasA,Ex,Y,SBrkr,0,3,1,Gd,8,Typ,1,Gd,Attchd,RFn,2,Gd,Y,0,0,7,New,Partial,12.359784657728284,0,0,1919,2998,2.5,51
190,RL,55.0,5687,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,2fmCon,2Story,5,6,Gable,CompShg,VinylSd,VinylSd,No,0.0,TA,Fa,PConc,TA,Fa,No,Rec,570,GasA,Ex,N,SBrkr,0,6,1,Fa,9,Typ,0,No,No,No,0,No,N,0,0,3,WD,Normal,11.819681958463892,96,8,1926,2496,3.0,184
50,RL,60.0,11409,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,4,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,LwQ,476,GasA,Gd,Y,SBrkr,0,3,1,TA,8,Min2,1,Gd,Attchd,Unf,1,TA,Y,0,0,1,WD,Normal,11.782960235741939,60,1,2008,2484,1.5,160
60,RL,0.0,16659,Pave,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosA,Norm,1Fam,2Story,7,7,Gable,CompShg,Plywood,Plywood,BrkFace,34.0,TA,TA,CBlock,TA,TA,No,ALQ,0,GasA,Fa,Y,SBrkr,0,3,1,Gd,9,Typ,1,TA,Attchd,Fin,2,TA,Y,0,0,3,WD,Normal,12.367345048436391,29,12,3058,3058,3.5,250
20,RL,80.0,9600,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,Hip,CompShg,HdBoard,HdBoard,Stone,238.0,TA,TA,CBlock,TA,TA,No,GLQ,131,GasA,TA,Y,SBrkr,0,3,1,TA,7,Typ,2,Gd,Attchd,Fin,2,TA,Y,0,0,10,WD,Normal,12.025755079404917,56,56,2929,3060,2.0,110
80,RL,37.0,7937,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,Norm,1Fam,SLvl,6,6,Gable,CompShg,HdBoard,HdBoard,No,0.0,TA,TA,CBlock,TA,TA,Av,GLQ,184,GasA,TA,Y,SBrkr,0,3,1,TA,6,Typ,0,No,Detchd,Unf,2,TA,Y,0,0,3,WD,Normal,11.86710429621008,22,22,1822,2006,2.0,120
50,RM,75.0,13710,Pave,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,5,5,Gable,CompShg,Wd Sdng,Wd Sdng,No,0.0,TA,TA,CBlock,TA,TA,No,BLQ,490,GasA,TA,Y,FuseA,0,4,1,TA,6,Typ,0,No,Attchd,Unf,1,TA,Y,0,0,6,WD,Normal,11.931642378754141,57,57,1978,2468,1.5,289
60,FV,66.0,7399,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,1600.0,Gd,TA,PConc,Gd,TA,No,BLQ,326,GasA,Ex,Y,SBrkr,0,3,1,Gd,7,Typ,1,TA,Detchd,RFn,2,TA,Y,0,0,6,WD,Normal,12.384223015005313,10,9,2599,2925,2.5,208
